yes,yes,yes,no,no,24,Polanui,LLHS,,,,PLT,PLT170712,2024,Lahaina Town,2017-07-12,08:55,,,,,,,,,,PLT170712,28.2,33.7,5.26,81.1,8.04,6.11,6.11,6.11
yes,yes,yes,no,no,24,Polanui,LLHS,,,,PPU,PPU170712,2025,Puamana,2017-07-12,09:20,,,,,,,,,,PPU170712,27.6,34.3,6.5,99.5,8.16,1.14,1.14,1.14
yes,yes,yes,no,no,24,Polanui,LLHS,,,,OLP,OLP170712,2072,Launiupoko,2017-07-12,09:40,,,,,,,,,,OLP170712,27.8,34.5,6.53,100.5,8.11,2.12,2.12,2.12
yes,yes,yes,no,no,24,Polanui,LLHS,,,,OSF,OSF170712,2027,Olowalu Pier,2017-07-12,10:00,,,,,,,,,,OSF170712,27.8,34.4,6.24,95.9,8.07,1.65,1.65,1.65
yes,yes,yes,no,no,25,Polanui,LLHS,,,,PFF,PFF170802,2022,505 Front St,2017-08-02,08:17,,,,,,,,,,PFF170802,27.5,34.3,6.09,93.2,8.03,1.24,1.24,1.24
yes,yes,yes,no,no,25,Polanui,LLHS,,,,PLH,PLH170802,2023,Lindsey Hale,2017-08-02,08:40,,,,,,,,,,PLH170802,27.4,34.3,6.28,96,8.06,6.2,6.2,6.2
yes,yes,yes,no,no,25,Polanui,LLHS,,,,PLT,PLT170802,2024,Lahaina Town,2017-08-02,09:02,,,,,,,,,,PLT170802,27.8,33.9,5.99,91.9,8.06,6.45,6.45,6.45
yes,yes,yes,no,no,25,Polanui,LLHS,,,,PPU,PPU170802,2025,Puamana,2017-08-02,09:26,,,,,,,,,,PPU170802,28,34.3,6.7,103.6,8.18,1.29,1.29,1.29
yes,yes,yes,no,no,25,Polanui,LLHS,,,,OLP,OLP170802,2072,Launiupoko,2017-08-02,09:47,,,,,,,,,,OLP170802,28.4,34.4,6.75,104.9,8.14,1.76,1.76,1.76
yes,yes,yes,no,no,25,Polanui,LLHS,,,,OSF,OSF170802,2027,Olowalu Pier,2017-08-02,10:10,,,,,,,,,,OSF170802,28.3,34.6,6.65,103.3,8.03,1.34,1.34,1.34
yes,yes,yes,no,no,26,Polanui,LLHS,,,,PFF,PFF170823,2022,505 Front St,2017-08-23,08:17,,,,,,,,,,PFF170823,27.1,34.9,6.37,97.3,8.05,2.15,2.15,2.15
yes,yes,yes,no,no,26,Polanui,LLHS,,,,PLH,PLH170823,2023,Lindsey Hale,2017-08-23,08:47,,,,,,,,,,PLH170823,27.2,34.3,6.43,97.9,8.08,7.56,7.56,7.56
yes,yes,yes,no,no,26,Polanui,LLHS,,,,PLT,PLT170823,2024,Lahaina Town,2017-08-23,09:10,,,,,,,,,,PLT170823,27.6,34.2,6.37,97.7,8.07,3.74,3.74,3.74
yes,yes,yes,no,no,26,Polanui,LLHS,,,,PPU,PPU170823,2025,Puamana,2017-08-23,09:38,,,,,,,,,,PPU170823,27.4,34.5,6.64,101.6,8.17,5.13,5.13,5.13
yes,yes,yes,no,no,26,Polanui,LLHS,,,,OLP,OLP170823,2072,Launiupoko,2017-08-23,10:01,,,,,,,,,,OLP170823,28.1,35.1,6.63,103.3,8.17,3.78,3.78,3.78
yes,yes,yes,no,no,26,Polanui,LLHS,,,,OSF,OSF170823,2027,Olowalu Pier,2017-08-23,10:25,,,,,,,,,,OSF170823,27.8,35,7.06,109.2,8.09,1.62,1.62,1.62
yes,yes,yes,no,no,27,Polanui,LLHS,,,,PFF,PFF170913,2022,505 Front St,2017-09-13,08:11,,,,,,,,,,PFF170913,28,34.9,6.38,99,8.08,4.2,4.2,4.2
yes,yes,yes,no,no,27,Polanui,LLHS,,,,PLH,PLH170913,2023,Lindsey Hale,2017-09-13,08:43,,,,,,,,,,PLH170913,27.9,34.5,6.36,99.3,8.11,8.29,8.29,8.29
yes,yes,yes,no,no,27,Polanui,LLHS,,,,PLT,PLT170913,2024,Lahaina Town,2017-09-13,10:14,,,,,,,,,,PLT170913,27.7,33.8,6.51,99.9,8.08,19.2,19.2,19.2
yes,yes,yes,no,no,27,Polanui,LLHS,,,,OLP,OLP170913,2072,Launiupoko,2017-09-13,09:15,,,,,,,,,,OLP170913,28,34.9,6.4,99.1,8.11,2.43,2.43,2.43
yes,yes,yes,no,no,27,Polanui,LLHS,,,,OSF,OSF170913,2027,Olowalu Pier,2017-09-13,09:33,,,,,,,,,,OSF170913,28.3,34.9,6.15,95.9,8.04,1.15,1.15,1.15
